genome	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism
GCA_000716025.1_ASM71602v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fimicarius	Streptomyces baarnensis NRRL B-2842
GCA_000716065.1_ASM71606v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces californicus NRRL ISP-5058
GCA_000716085.1_ASM71608v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp016893485	Streptomyces sp. NRRL B-24501
GCA_000716165.1_ASM71616v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces peruviensis NRRL ISP-5592
GCA_000716195.1_ASM71619v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NRRL S-50
GCA_000716215.1_ASM71621v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces resistomycificus	Streptomyces resistomycificus NRRL ISP-5133
GCA_000716245.1_ASM71624v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bikiniensis	Streptomyces bikiniensis NRRL ISP-5581
GCA_000716275.1_ASM71627v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	Streptomyces sp. NRRL S-149
GCA_000716315.1_ASM71631v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olindensis	Streptomyces sp. NRRL WC-3641
GCA_000716335.1_ASM71633v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000716335	Streptomyces sp. NRRL S-118
GCA_000716435.1_ASM71643v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces xylophagus	Streptomyces xylophagus NRRL B-12029
GCA_000716445.1_ASM71644v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces wedmorensis	Streptomyces wedmorensis NRRL 3426
GCA_000716455.1_ASM71645v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces sp. NRRL B-11253
GCA_000716515.1_ASM71651v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000716525.1_ASM71652v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus	Streptomyces graminis NRRL B-1570
GCA_000716535.1_ASM71653v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces flaveolus_A	Streptomyces flaveolus NRRL B-1589
GCA_000716545.1_ASM71654v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora phosalacinea	Kitasatospora phosalacinea NRRL B-16230
GCA_000716605.1_ASM71660v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000716605	Streptomyces sp. NRRL F-525
GCA_000716615.1_ASM71661v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000725625	Streptomyces sp. NRRL F-6674
GCA_000716625.1_ASM71662v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bikiniensis	Streptomyces bikiniensis NRRL ISP-5580
GCA_000716675.1_ASM71667v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alboflavus	Streptomyces alboflavus NRRL B-2373
GCA_000716685.1_ASM71668v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces virginiae_A	Streptomyces virginiae NRRL B-8091
GCA_000716745.1_ASM71674v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000716805.1_ASM71680v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces flaveus	Streptomyces yerevanensis NRRL B-16943
GCA_000716845.1_ASM71684v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces capuensis NRRL B-12337
GCA_000716875.1_ASM71687v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora novaecaesareae	Streptomyces novaecaesareae NRRL B-1267
GCA_000716885.1_ASM71688v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora aureofaciens	Kitasatospora aureofaciens NRRL B-1286
GCA_000716935.1_ASM71693v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces microflavus	Streptomyces alboviridis NRRL B-1579
GCA_000716945.1_ASM71694v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces parvus	Streptomyces albus subsp. albus
GCA_000716965.1_ASM71696v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora setae	Kitasatospora setae NRRL B-16185
GCA_000717015.1_ASM71701v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces brasiliensis NRRL B-1626
GCA_000717025.1_ASM71702v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces atroolivaceus	Streptomyces atroolivaceus NRRL ISP-5137
GCA_000717055.1_ASM71705v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces iakyrus	Streptomyces iakyrus NRRL ISP-5482
GCA_000717105.1_ASM71710v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anulatus_C	Streptomyces anulatus NRRL B-3362
GCA_000717185.1_ASM71718v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora phosalacinea_A	Kitasatospora phosalacinea NRRL B-16228
GCA_000717215.1_ASM71721v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces vinaceus NRRL ISP-5257
GCA_000717245.1_ASM71724v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces papulosus	Kitasatospora papulosa NRRL B-16504
GCA_000717285.1_ASM71728v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000717345.1_ASM71734v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus	Streptomyces lydicus NRRL ISP-5461
GCA_000717375.1_ASM71737v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NRRL B-2307
GCA_000717595.1_ASM71759v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces flavochromogenes	Streptomyces flavochromogenes NRRL B-2684
GCA_000717635.1_ASM71763v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000725625	Streptomyces sp. NRRL B-12105
GCA_000717645.1_ASM71764v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces californicus NRRL B-2098
GCA_000717655.1_ASM71765v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces katrae_B	Streptomyces katrae NRRL B-16271
GCA_000717665.1_ASM71766v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces californicus NRRL 2423
GCA_000717715.1_ASM71771v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora sp000717715	Streptomyces sp. NRRL B-24484
GCA_000717725.1_ASM71772v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora novaecaesareae	Streptomyces pyridomyceticus NRRL ISP-5024
GCA_000717745.1_ASM71774v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violens	Streptomyces violens NRRL ISP-5597
GCA_000717795.1_ASM71779v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseus	Streptomyces griseus subsp. griseus
GCA_000717805.1_ASM71780v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces sp. NRRL WC-3702
GCA_000717815.1_ASM71781v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000717845.1_ASM71784v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anthocyanicus	Streptomyces violaceoruber NRRL S-12
GCA_000717875.1_ASM71787v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000717875	Streptomyces sp. NRRL S-455
GCA_000717895.1_ASM71789v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces flaveolus_A	Streptomyces sp. NRRL WC-3744
GCA_000717915.1_ASM71791v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000717915	Streptomyces sp. NRRL S-244
GCA_000717925.1_ASM71792v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002080455	Streptomyces sp. NRRL S-241
GCA_000717945.1_ASM71794v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alboniger	Streptomyces sp. NRRL S-920
GCA_000717965.1_ASM71796v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces purpeochromogenes NRRL B-3012
GCA_000717995.1_ASM71799v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceorubidus	Streptomyces violaceorubidus NRRL B-16381
GCA_000718015.1_ASM71801v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces catenulae	Streptomyces catenulae NRRL B-2342
GCA_000718025.1_ASM71802v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora purpeofusca	Kitasatospora purpeofusca NRRL B-1817
GCA_000718095.1_ASM71809v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scopuliridis	Streptomyces scopuliridis RB72 NRRL B-24574
GCA_000718135.1_ASM71813v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneofuscatus	Streptomyces cyaneofuscatus NRRL B-2570
GCA_000718155.1_ASM71815v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lavendulae_C	Streptomyces lavendulae subsp. lavendulae
GCA_000718165.1_ASM71816v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fulvoviolaceus	Streptomyces fulvoviolaceus NRRL B-2870
GCA_000718175.1_ASM71817v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces exfoliatus	Streptomyces exfoliatus NRRL B-2924
GCA_000718205.1_ASM71820v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces griseus subsp. rhodochrous
GCA_000718235.1_ASM71823v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces griseus subsp. rhodochrous
GCA_000718245.1_ASM71824v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces californicus NRRL B-2988
GCA_000718295.1_ASM71829v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces capuensis NRRL B-3501
GCA_000718305.1_ASM71830v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces niger	Streptomyces niger NRRL B-3857
GCA_000718315.1_ASM71831v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseofuscus	Streptomyces griseofuscus NRRL B-5429
GCA_000718375.1_ASM71837v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces caelestis_A	Streptomyces sp. NRRL F-2305
GCA_000718455.1_ASM71845v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces globisporus_A	Streptomyces globisporus subsp. globisporus
GCA_000718525.1_ASM71852v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces filamentosus	Streptomyces griseus subsp. griseus
GCA_000718595.1_ASM71859v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bikiniensis	Streptomyces bikiniensis NRRL ISP-5582
GCA_000718615.1_ASM71861v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces purpeochromogenes NRRL ISP-5373
GCA_000718625.1_ASM71862v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces eurythermus	Streptomyces lavenduligriseus NRRL ISP-5487
GCA_000718635.1_ASM71863v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces varsoviensis	Streptomyces varsoviensis NRRL ISP-5346
GCA_000718675.1_ASM71867v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000718695.1_ASM71869v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces californicus NRRL ISP-5083
GCA_000718705.1_ASM71870v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces virginiae	Streptomyces lavendulae subsp. lavendulae
GCA_000718715.1_ASM71871v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000718755.1_ASM71875v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000718775.1_ASM71877v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000718775	Streptomyces sp. NRRL S-31
GCA_000718785.1_ASM71878v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000718785	Streptomyces sp. NRRL WC-3626
GCA_000718815.1_ASM71881v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces sp. NRRL WC-3703
GCA_000718835.1_ASM71883v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000718855.1_ASM71885v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces lavendulae subsp. lavendulae
GCA_000718865.1_ASM71886v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000718895.1_ASM71889v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000718915.1_ASM71891v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces sp. NRRL WC-3540
GCA_000718935.1_ASM71893v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces virginiae_A	Streptomyces sp. NRRL S-237
GCA_000718945.1_ASM71894v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces spiralis	Streptomyces sp. NRRL S-813
GCA_000718955.1_ASM71895v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003148825	Streptomyces sp. NRRL S-575
GCA_000718985.1_ASM71898v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces megasporus	Streptomyces megasporus NRRL B-16372
GCA_000719015.1_ASM71901v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alboflavus	Streptomyces ruber NRRL B-1661
GCA_000719035.1_ASM71903v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces griseus subsp. rhodochrous
GCA_000719095.1_ASM71909v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus jeojiense	Streptacidiphilus jeojiense NRRL B-24555
GCA_000719135.1_ASM71913v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avicenniae	Streptomyces avicenniae NRRL B-24776
GCA_000719175.1_ASM71917v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora aureofaciens	Kitasatospora aureofaciens NRRL B-2657
GCA_000719185.1_ASM71918v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus
GCA_000719195.1_ASM71919v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces californicus	Streptomyces californicus NRRL B-2895
GCA_000719255.1_ASM71925v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces varsoviensis	Streptomyces varsoviensis NRRL B-3589
GCA_000719265.1_ASM71926v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces roseoverticillatus	Streptomyces roseoverticillatus NRRL B-3500
GCA_000719285.1_ASM71928v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bicolor	Streptomyces bicolor NRRL B-5348
GCA_000719335.1_ASM71933v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000719335	Streptomyces sp. NRRL S-87
GCA_000719345.1_ASM71934v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000719345	Streptomyces sp. NRRL F-2664
GCA_000719355.1_ASM71935v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rubiginosohelvolus	Streptomyces griseus subsp. griseus
GCA_000719365.1_ASM71936v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000720175	Streptomyces sp. NRRL S-1448
