genome	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism
GCA_003846265.1_ASM384626v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces sp. ADI96-15
GCA_003846275.1_ASM384627v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces clavifer	Streptomyces sp. ADI97-07
GCA_003846285.1_ASM384628v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces diastaticus	Streptomyces sp. ADI98-12
GCA_003851625.1_ASM385162v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003851625	Streptomyces sp. NL15-2K
GCA_003851665.1_ASM385166v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albulus_C	Streptomyces noursei NBRC 14147
GCA_003865135.1_ASM386513v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chrestomyceticus	Streptomyces chrestomyceticus JCM 4735 NBRC 13444
GCA_003865155.1_ASM386515v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chrestomyceticus	Streptomyces paromomycinus NBRC 15454
GCA_003932715.1_ASM393271v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tsukubensis	Streptomyces tsukubensis NRRL 18488
GCA_003933295.1_ASM393329v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseofuscus	Streptomyces griseofuscus 64
GCA_003933485.1_ASM393348v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseofuscus	Streptomyces griseofuscus 199
GCA_003933965.1_ASM393396v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003933965	Streptomyces sp. RP5T
GCA_003935055.1_ASM393505v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alboflavus	Streptomyces alboflavus 313
GCA_003945505.1_ASM394550v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002847285	Streptomyces sp. WAC 06738
GCA_003945525.1_ASM394552v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces speibonae	Streptomyces sp. WAC 01438
GCA_003945545.1_ASM394554v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003945545	Streptomyces sp. WAC 01529
GCA_003947265.2_ASM394726v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces xinghaiensis	Streptomyces sp. WAC 00631
GCA_003947455.1_ASM394745v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003947455	Streptomyces sp. WAC 04229
GCA_003947555.1_ASM394755v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chartreusis	Streptomyces sp. WAC 05379
GCA_003947575.1_ASM394757v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces sp. WAC 06783
GCA_003947585.1_ASM394758v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces sp. WAC 06725
GCA_003949505.1_ASM394950v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces thermodiastaticus	Streptomyces sp. WAC00469
GCA_003949535.1_ASM394953v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000158895	Streptomyces sp. WAC07061
GCA_003949665.1_ASM394966v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces virginiae	Streptomyces sp. WAC05950
GCA_003949695.1_ASM394969v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antimycoticus	Streptomyces sp. WAC05858
GCA_003949795.1_ASM394979v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003949795	Streptomyces sp. WAC06614
GCA_003949805.1_ASM394980v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003949805	Streptomyces sp. WAC08241
GCA_003949835.1_ASM394983v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. WAC02707
GCA_003949845.1_ASM394984v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001426585	Streptomyces sp. WAC01280
GCA_003949875.1_ASM394987v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000158895	Streptomyces sp. WAC07149
GCA_003949895.1_ASM394989v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces sp. WAC04770
GCA_003949905.1_ASM394990v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. WAC06273
GCA_003949955.1_ASM394995v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces globosus	Streptomyces sp. WAC05292
GCA_003950035.1_ASM395003v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000158895	Streptomyces sp. W1SF4
GCA_003950055.1_ASM395005v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000772045	Streptomyces sp. KPB2
GCA_003955715.1_ASM395571v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces aquilus	Streptomyces aquilus GGCR-6
GCA_003963535.1_ASM396353v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneochromogenes	Streptomyces cyaneochromogenes MK-45
GCA_003967355.1_ASM396735v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Embleya	Embleya hyalina	Embleya hyalina NBRC 13850
GCA_003970715.1_ASM397071v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces abikoensis	Streptomyces luteoverticillatus CGMCC 15060
GCA_003977835.1_ASM397783v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces speibonae	Streptomyces sp. WAC 01420
GCA_003977875.1_ASM397787v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chartreusis	Streptomyces sp. WAC 01325
GCA_003984785.1_ASM398478v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004353505	Streptomyces sp. WAC05374
GCA_003984905.1_ASM398490v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. WAC05458
GCA_003984925.1_ASM398492v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. WAC08401
GCA_003984935.1_ASM398493v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. WAC04189
GCA_003984965.1_ASM398496v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. WAC06128
GCA_003984975.1_ASM398497v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. WAC08452
GCA_003989035.1_ASM398903v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rubiginosohelvolus	Streptomyces sp. NP10
GCA_003994375.1_ASM399437v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces libani	Streptomyces lydicus WYEC 108
GCA_003994395.1_ASM399439v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoviridis_A	Streptomyces griseoviridis F1-27
GCA_003999195.1_ASM399919v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003999195	Actinacidiphila soli LAM7114
GCA_004000405.1_ASM400040v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces sp. B27
GCA_004005495.1_ASM400549v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004005495	Streptomyces antnestii San01
GCA_004010275.1_ASM401027v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces huasconensis	Streptomyces huasconensis HST28
GCA_004023625.1_ASM402362v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cavernae	Streptomyces cavernae SYSU K10008
GCA_004028635.1_ASM402863v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneus	Streptomyces cyaneus CGMCC 4.1671
GCA_004078575.1_ASM407857v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus BSII#1
GCA_004104485.1_ASM410448v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces murinus	Streptomyces sp. endophyte_N2
GCA_004104505.1_ASM410450v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces plumbidurans	Streptomyces sp. M2
GCA_004115015.1_ASM411501v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces plumbidurans	Streptomyces sp. MG
GCA_004117935.1_ASM411793v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces roseicoloratus	Streptomyces roseicoloratus TRM44457
GCA_004122735.1_ASM412273v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sioyaensis	Streptomyces sioyaensis DSM 40032
GCA_004122755.1_ASM412275v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sioyaensis	Streptomyces sp. TM32
GCA_004123705.1_ASM412370v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000213055	Streptomyces sp. GZWMJZ-114
GCA_004124325.1_ASM412432v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004124325	Streptomyces sp. L2
GCA_004124335.1_ASM412433v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces sp. N1
GCA_004125245.1_ASM412524v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus	Streptomyces lydicus ATCC 25470
GCA_004125265.1_ASM412526v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus_C	Streptomyces lydicus ATCC 31975
GCA_004125275.1_ASM412527v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces libani	Streptomyces lydicus SW_ACT1
GCA_004125315.1_ASM412531v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces silvae	Streptomyces sp. M3
GCA_004127445.1_ASM412744v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alfalfae	Streptomyces alfalfae XY25
GCA_004151105.1_ASM415110v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004151105	Streptomyces sp. L-9-10
GCA_004187715.1_ASM418771v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004187715	Streptomyces sp. F001
GCA_004193175.1_ASM419317v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004193175	Streptomyces sp. RFCAC02
GCA_004195735.1_ASM419573v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus DSM 40455
GCA_004195745.1_ASM419574v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NBRC 100770
GCA_004195755.1_ASM419575v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NBRC 13083
GCA_004195765.1_ASM419576v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CGMCC 4.1677
GCA_004195775.1_ASM419577v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus DSM 40233
GCA_004195835.1_ASM419583v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus FXJ8.011
GCA_004195845.1_ASM419584v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CGMCC 4.1681
GCA_004195855.1_ASM419585v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus FXJ.2339
GCA_004195885.1_ASM419588v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus NBRC 12790
GCA_004195895.1_ASM419589v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus Ma24
GCA_004195935.1_ASM419593v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR33
GCA_004195945.1_ASM419594v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR10
GCA_004195955.1_ASM419595v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR25
GCA_004195965.1_ASM419596v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus Ma1
GCA_004195995.1_ASM419599v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR47
GCA_004196035.1_ASM419603v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR19
GCA_004196045.1_ASM419604v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR46
GCA_004196055.1_ASM419605v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR16
GCA_004196095.1_ASM419609v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR15
GCA_004196115.1_ASM419611v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus FXJ8.008
GCA_004196125.1_ASM419612v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CR13
GCA_004196135.1_ASM419613v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus D62
GCA_004196145.1_ASM419614v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus FXJ8.031
GCA_004196155.1_ASM419615v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus CGMCC 4.1615
GCA_004196215.1_ASM419621v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus FXJ6.189
GCA_004196225.1_ASM419622v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces sp. SCA2-2
GCA_004196335.1_ASM419633v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus M527
GCA_004212445.1_ASM421244v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alfalfae	Streptomyces alfalfae XY25
GCA_004217285.1_ASM421728v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004217285	Streptomyces sp. BK239
GCA_004217355.1_ASM421735v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoluteus	Streptomyces sp. BK022
GCA_004295505.1_ASM429550v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tsukubensis	Streptomyces tsukubensis VKM Ac-2618D
GCA_004305975.1_ASM430597v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces otsuchiensis	Streptomyces otsuchiensis OTB305
GCA_004320085.1_ASM432008v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces celluloflavus	Streptomyces kasugaensis AM-2504
GCA_004328625.1_ASM432862v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bauhiniae	Streptomyces seoulensis KCTC 9819
GCA_004334925.1_ASM433492v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces sp. IBTA2
GCA_004337435.2_ASM433743v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces acidicola	Streptomyces sp. KM273126
GCA_004341025.1_ASM434102v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseorubiginosus	Streptomyces sp. BK205
GCA_004348315.1_ASM434831v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004348315	Streptomyces sp. 8K308
GCA_004348415.1_ASM434841v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hainanensis	Streptomyces hainanensis DSM 41900
GCA_004353505.1_ASM435350v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004353505	Streptomyces sp. WAC05374
GCA_004353545.1_ASM435354v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004353505	Streptomyces sp. WAC05374
GCA_004359235.1_ASM435923v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004353505	Streptomyces sp. WAC05374
GCA_004364245.1_ASM436424v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004364245	Streptomyces sp. BK208
GCA_004364395.1_ASM436439v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces katrae_B	Streptomyces sp. KS 21
GCA_004365705.1_ASM436570v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus sp004365705	Streptomyces sp. 846.5
GCA_004403015.1_ASM440301v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tirandamycinicus	Streptomyces sp. ICN441
GCA_004522685.1_ASM452268v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000772045	Streptomyces sp. H23
GCA_004524875.1_ASM452487v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces papulosus	Streptomyces sp. S501
GCA_004563805.1_ASM456380v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces niveus	Streptomyces sp. 4R-3d
GCA_004684775.1_ASM468477v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004684775	Streptomyces sp. MZ04
GCA_004684805.1_ASM468480v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces palmae	Streptomyces palmae JCM 31289
GCA_004768505.1_ASM476850v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus	Streptomyces albus DSM 40763
GCA_004784465.1_ASM478446v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoluteus	Streptomyces griseoluteus JCM 4765
GCA_004784475.1_ASM478447v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bauhiniae	Streptomyces bauhiniae Bv016
GCA_004794175.1_ASM479417v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces rhizosphaericola 1AS2c
GCA_004794665.1_ASM479466v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces murinus	Streptomyces sp. S816
GCA_004794975.1_ASM479497v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces katrae_B	Streptomyces sp. A1547
GCA_004795015.1_ASM479501v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004795015	Streptomyces sp. A1277
GCA_004795035.1_ASM479503v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004795035	Streptomyces sp. A0958
GCA_004795055.1_ASM479505v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004795055	Streptomyces sp. A1136
GCA_004795105.1_ASM479510v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004795105	Streptomyces sp. A0642
GCA_004795115.1_ASM479511v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces erythrochromogenes_A	Streptomyces sp. A0592
GCA_004795155.1_ASM479515v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anthocyanicus	Streptomyces sp. LRa12
GCA_004795255.1_ASM479525v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp004795255	Streptomyces sp. RKND-216
GCA_004795715.1_ASM479571v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. SS52
GCA_004798565.1_ASM479856v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cellulosae	Streptomyces sp. Akac8
GCA_004798575.1_ASM479857v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alfalfae	Streptomyces sp. A1499
GCA_004803895.1_ASM480389v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hawaiiensis	Streptomyces hawaiiensis ATCC 12236
GCA_005047355.1_ASM504735v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces oryziradicis	Actinacidiphila oryziradicis NEAU-C40
GCA_005048155.1_ASM504815v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces piniterrae	Streptomyces piniterrae jys28
